message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=5.742604, y=-0.031981])";"30";"turtlesim3.sim";"1759221798.477321850";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.780582])";"30";"turtlesim1.sim";"1759221798.477321606";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=5.741491, y=-0.031981])";"30";"turtlesim3.sim";"1759221798.416829960";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.784667])";"30";"turtlesim1.sim";"1759221798.409401608";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=5.740378, y=-0.031981])";"30";"turtlesim3.sim";"1759221798.369185455";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.788752])";"30";"turtlesim1.sim";"1759221798.356362530";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.792837])";"30";"turtlesim1.sim";"1759221798.326377501";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=5.739265, y=-0.031981])";"30";"turtlesim3.sim";"1759221798.322026123";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=5.738151, y=-0.020185])";"30";"turtlesim3.sim";"1759221798.282945687";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.796922])";"30";"turtlesim1.sim";"1759221798.267234502";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.801007])";"30";"turtlesim1.sim";"1759221798.233412295";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.805091])";"30";"turtlesim1.sim";"1759221798.178178155";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.809176])";"30";"turtlesim1.sim";"1759221798.132540960";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.813261])";"30";"turtlesim1.sim";"1759221798.083726596";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.817346])";"30";"turtlesim1.sim";"1759221798.033130761";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.821431])";"30";"turtlesim1.sim";"1759221797.930818501";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.120627, y=4.825515])";"30";"turtlesim1.sim";"1759221797.879709578";"./src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=11.098632, y=4.829600])";"30";"turtlesim1.sim";"1759221797.834249160";"./src/turtle.cpp:update:288"
